OOI BARCODE,DESCRIPTION OF EQUIPMENT,QUANT,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,Source of the Equipment/Award No. or PO No.,Whether Title Vests in Recipient or Federal Gov,LOCATION,ROOM NUMBER/CUSTODY,COND.,ACQUISITION DATE,ORIGINAL COST,PERCENTAGE OF FEDERAL PARTICIPATION,comments,primary_tag_date,primary_tag_organization,primary_institute_asset_tag,secondary_tag_date,second_tag_organization,institute_asset_tag,doi_tag_date,doi_tag_organization,doi_institute_asset_tag
A00951,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-12412,,E116130,WHOI,ATS,SEA,A,20140722,6775,100%,,20140722,WHOI,116658,7/30/2014,SIO,,9/4/2015,DOI,
A00952,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-12413,,E116130,WHOI,ATS,SEA,A,20140722,6775,100%,,20140722,WHOI,116659,7/30/2014,SIO,,9/4/2015,DOI,
A00953,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-12414,,E116130,WHOI,ATS,SEA,A,20140722,6775,100%,,20140722,WHOI,116660,7/30/2014,SIO,,9/4/2015,DOI,
A00954,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-12394,,E116130,WHOI,ATS,SEA,A,20140722,6775,100%,,20140722,WHOI,116661,7/28/2014,SIO,,9/4/2015,DOI,
A00955,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-12395,,E116130,WHOI,ATS,SEA,A,20140722,6775,100%,,20140722,WHOI,116662,7/28/2014,SIO,,9/4/2015,DOI,
A00956,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-12392,,E116130,WHOI,ATS,SEA,A,20140722,6775,100%,,20140722,WHOI,116663,7/24/2014,SIO,,9/4/2015,DOI,
A00957,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-12393,,E116130,WHOI,ATS,SEA,A,20140722,6775,100%,,20140722,WHOI,116664,7/24/2014,SIO,,9/4/2015,DOI,
A00958,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-12385,,E116130,WHOI,ATS,SEA,A,20140722,6775,100%,,20140722,WHOI,116665,7/24/2014,SIO,,9/4/2015,DOI,
A00959,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-12384,,E116130,WHOI,ATS,SEA,A,20140722,6775,100%,,20140722,WHOI,116666,7/24/2014,SIO,,9/4/2015,DOI,
A00960,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-12391,,E116130,WHOI,ATS,SEA,A,20140722,6775,100%,,20140722,WHOI,116667,7/24/2014,SIO,,9/4/2015,DOI,
A00961,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-12390,,E116130,WHOI,ATS,SEA,A,20140722,6775,100%,,20140722,WHOI,116668,7/24/2014,SIO,,9/4/2015,DOI,
A00962,OPEN OCEAN GLIDER 1000M,1,TELEDYNE,ASSY 4495,469,,D100160,WHOI,ATS,SEA,A,20140804,171901.09,100%,,20140804,WHOI,116669,,,,,,
A00963,OPEN OCEAN GLIDER 1000M,1,TELEDYNE,ASSY 4495,470,,D100160,WHOI,ATS,SEA,A,20140804,171901.09,100%,,20140804,WHOI,116670,,,,,,
A00964,OPEN OCEAN GLIDER 1000M,1,TELEDYNE,ASSY 4495,477,,D100160,WHOI,,,F,20140804,171901.09,100%,LOST AT SEA,20140804,WHOI,116671,,,,,,
A00965,OPEN OCEAN GLIDER 1000M,1,TELEDYNE,ASSY 4495,478,,D100160,WHOI,,,F,20140804,171901.09,100%,LOST AT SEA,20140804,WHOI,116672,,,,,,
A00966,OPEN OCEAN GLIDER 1000M,1,TELEDYNE,ASSY 4495,484,,D100160,WHOI,ATS,SEA,A,20140813,171901.09,100%,,20140813,WHOI,116673,,,,,,
A00967,OPEN OCEAN GLIDER 1000M,1,TELEDYNE,ASSY 4495,485,,D100160,WHOI,ATS,SEA,A,20140813,171901.09,100%,,20140813,WHOI,116674,,,,,,
A00968,WAVSS SER A,1,AXYS Technologies,TRIAXYS NW,5781,,E116125,WHOI,LOSO,202,A,20140812,22660,100%,,20140812,WHOI,116676,,,,9/4/2015,DOI,
A00969,WAVSS SER A,1,AXYS Technologies,TRIAXYS NW,5791,1.05.0002,E116125,WHOI,LOSO,202,A,20140812,22660,100%,,20140812,WHOI,116677,,,,9/4/2015,DOI,
A00970,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0141,,E116129,WHOI,ATS,SEA,A,20140811,18965.62,100%,,20140811,WHOI,116675,,SIO,,9/4/2015,DOI,
A00971,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0142,,E116129,WHOI,ATS,SEA,A,20140811,18965.62,100%,,20140811,WHOI,116678,,SIO,,9/4/2015,DOI,
A00972,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0143,,E116129,WHOI,LOSO,202,A,20140811,18965.62,100%,,20140811,WHOI,116679,,SIO,,9/4/2015,DOI,
A00973,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0144,,E116129,WHOI,ATS,SEA,A,20140811,18965.62,100%,,20140811,WHOI,116680,,SIO,,9/4/2015,DOI,
A00974,REMOTE RELEASES,1,EdgeTech,ASSY TOP PORT LF,ETN48296,,E115139,WHOI,UNV,OSU,A,20140818,16200,100%,,20140818,WHOI,116681,8/18/2014,OSU,326896,,,
A00975,REMOTE RELEASES,1,EdgeTech,ASSY TOP PORT LF,ETN48299,,E115139,WHOI,UNV,OSU,A,20140818,16200,100%,,20140818,WHOI,116682,8/18/2014,OSU,326897,,,
A00976,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR-507 with Midrange Bioshutter,273,3.2A,116094,WHOI,ATS,SEA,A,20150604,13316.36,100%,,20150604,WHOI,116684,,,,9/4/2015,DOI,
A00977,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR-507 with Midrange Bioshutter,274,3.2A,116094,WHOI,ATS,SEA,A,20150604,13316.36,100%,,20150604,WHOI,116685,,,,9/4/2015,DOI,
A00978,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR-507 with Midrange Bioshutter,275,3.2A,116094,WHOI,LOSO,202,A,20140815,13316.36,100%,,20140815,WHOI,116686,,,,9/4/2015,DOI,
A00979,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR-507 with Midrange Bioshutter,276,3.2A,116094,WHOI,ATS,SEA,A,20140815,13316.36,100%,,20140815,WHOI,116687,,,,9/4/2015,DOI,
A00980,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
A00981,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
A00982,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
A00983,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
A00984,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
A00985,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
A00986,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
A00987,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
A00988,ACOUSTIC RELEASE,1,EdgeTech,8242XS,48512,,J100046,WHOI,LOSO,HIBA,A,20140314,11070,100%,,20140314,WHOI,116708,,,,,,
A00989,ACOUSTIC RELEASE,1,EdgeTech,8242XS,48512,,J100046,WHOI,LOSO,HIBA,A,20140314,11070,100%,,20140314,WHOI,116709,,,,,,
A00990,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
A00991,ACOUSTIC RELEASE,1,EdgeTech,8242XS,48512,,J100046,WHOI,LOSO,HIBA,A,20140314,11070,100%,,20140314,WHOI,116711,,,,,,
A00992,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1212,5.33,E116089,WHOI,ATS,SEA,A,20140821,13013.52,100%,,20140821,WHOI,116718,,,,9/4/2015,DOI,
A00993,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1218,5.33,E116089,WHOI,ATS,SEA,A,20140821,13013.52,100%,,20140821,WHOI,116719,,,,9/4/2015,DOI,
A00994,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1221,5.33,E116089,WHOI,LOSO,HIBA,A,20150604,13013.52,100%,,20150604,WHOI,116720,,,,9/4/2015,DOI,
A00995,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1222,5.33,E116089,WHOI,LOSO,202,A,20140821,13013.52,100%,,20140821,WHOI,116721,,,,9/4/2015,DOI,
A00996,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-185,1.11,E116051,WHOI,ATS,SEA,A,20150604,38969.5,100%,,20150604,WHOI,116722,,,,9/4/2015,DOI,
A00997,PCO2A SERIES A(PCO2ATM-50A),1,PRO-OCEANUS,PCOTATM-50A,34-222-50A,,E116124,WHOI,ATS,SEA,A,20150604,28732,100%,,20150604,WHOI,116730,,,,9/4/2015,DOI,
A00998,PCO2A SERIES A(PCO2ATM-50A),1,PRO-OCEANUS,PCO2ATM-50A,34-223-50A,,E116124,WHOI,ATS,SEA,A,20140908,28732,100%,,20140908,WHOI,116731,,,,9/4/2015,DOI,
A00999,PCO2W SERIES B (SAMI-CO2),1,Sunburst Sensors,SAMI-CO2,C0096,,E116232,WHOI,ATS,SEA,A,20150604,20373.4,100%,,20150604,WHOI,116734,,,,9/4/2015,DOI,
A01000,PCO2W SERIES B (SAMI-CO2),1,Sunburst Sensors,SAMI-CO2,C0097,,E116232,WHOI,LOSO,HIBA,A,20150604,20373,100%,,20150604,WHOI,116735,,,,9/4/2015,DOI,
A01001,FLORD SERIES G,1,Wet Labs,FLORD SERIES G,3286,,E116262,WHOI,LOSO,202,A,20140917,9554.5,100%,,20140917,WHOI,116738,,,,9/4/2015,DOI,
A01002,FLORD SERIES G,1,Wet Labs,FLORD SERIES G,3292,,E116262,WHOI,LOSO,202,A,20140917,9554.5,100%,,20140917,WHOI,116739,,,,9/4/2015,DOI,
A01003,FLORD SERIES G,1,Wet Labs,FLORD SERIES G,3304,,E116262,WHOI,LOSO,202,A,20140917,9554.5,100%,,20140917,WHOI,116740,,,,9/4/2015,DOI,
A01004,FLORD SERIES G,1,Wet Labs,FLORD SERIES G,3369,,E116262,WHOI,LOSO,202,A,20140917,9554.5,100%,,20140917,WHOI,116741,,,,9/4/2015,DOI,
A01005,FLORD SERIES G,1,Wet Labs,FLORD SERIES G,3381,,E116262,WHOI,LOSO,202,A,20140917,9554.5,100%,,20140917,WHOI,116742,,,,9/4/2015,DOI,
A01006,FLORD SERIES G,1,Wet Labs,FLORD SERIES G,3382,,E116262,WHOI,LOSO,202,A,20140917,9554.5,100%,,20140917,WHOI,116743,,,,9/4/2015,DOI,
A01007,FLORD SERIES G,1,Wet Labs,FLORD SERIES G,3417,,E116262,WHOI,LOSO,202,A,20140917,9554.5,100%,,20140917,WHOI,116744,,,,9/4/2015,DOI,
A01008,FLORD SERIES G,1,Wet Labs,FLORD SERIES G,3418,,E116262,WHOI,LOSO,202,A,20140917,9554.5,100%,,20140917,WHOI,116745,,,,9/4/2015,DOI,
A01009,PCO2W SERIES B (SAMI-CO2),1,Sunburst Sensors,SAMI-CO2,C0098,,E116232,WHOI,ATS,SEA,A,20150604,20373.4,100%,,20150604,WHOI,116746,,,,9/4/2015,DOI,
A01010,OPEN OCEAN GLIDER 1000M,1,TELEDYNE,,486,,D100160,WHOI,LOSO,202,,20140825,171195,100%,Missing from inventory,20140825,WHOI,,,,,,,
A01011,PRESF SERIES A (26PLUS),1,SEA-BIRD ELECTRONICS,SBE-26PLUS,26P76848-1382,,D100209,WHOI,UNV,OSU,A,20130123,13850,100%,,20130123,WHOI,116748,1/23/2013,OSU,326529,9/4/2015,DOI,
A01012,PRESF SERIES B (26PLUS),1,SEA-BIRD ELECTRONICS,SBE-26PLUS,26P76848-1384,,D100209,WHOI,UNV,OSU,A,20130123,13850,100%,,20130123,WHOI,116749,1/23/2013,OSU,326530,9/4/2015,DOI,
A01013,PRESF SERIES C (26PLUS),1,SEA-BIRD ELECTRONICS,SBE-26PLUS,26P76848-1385,,D100209,WHOI,UNV,OSU,A,20130123,13850,100%,,20130123,WHOI,116750,1/23/2013,OSU,326531,9/4/2015,DOI,
A01014,PRESF SERIES A (26PLUS),1,SEA-BIRD ELECTRONICS,SBE-26PLUS,26P76848-1383,,D100209,WHOI,UNV,OSU,A,20130123,13850,100%,,20130123,WHOI,116751,1/23/2013,OSU,326532,9/4/2015,DOI,
A01015,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 11774,,J100058,WHOI,UNV,OSU,A,20130916,8650,100%,,20130916,WHOI,116752,9/16/2013,OSU,326533,9/4/2015,DOI,
A01016,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 11789,,J100058,WHOI,UNV,OSU,A,20130916,8650,100%,,20130916,WHOI,116753,9/16/2013,OSU,326534,9/4/2015,DOI,
A01017,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 11775,,J100058,WHOI,UNV,OSU,A,20130916,8650,100%,,20130916,WHOI,116754,9/16/2013,OSU,326535,9/4/2015,DOI,
A01018,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 11780,,J100058,WHOI,UNV,OSU,A,20130916,8650,100%,,20130916,WHOI,116755,9/16/2013,OSU,326536,9/4/2015,DOI,
A01019,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 11786,,J100058,WHOI,UNV,OSU,A,20130916,8650,100%,,20130916,WHOI,116756,9/16/2013,OSU,326537,9/4/2015,DOI,
A01020,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 11787,,J100058,WHOI,UNV,OSU,A,20130916,8650,100%,,20130916,WHOI,116757,9/16/2013,OSU,326899,9/4/2015,DOI,
A01021,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 11748,,J100058,WHOI,UNV,OSU,A,20130916,8650,100%,,20130916,WHOI,A01021,9/16/2013,OSU,326538,9/4/2015,DOI,
A01022,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 11790,,J100058,WHOI,UNV,OSU,A,20130916,8650,100%,,20130916,WHOI,A01022,9/16/2013,OSU,326539,9/4/2015,DOI,
A01023,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 11814,,J100058,WHOI,UNV,OSU,A,20130916,8650,100%,,20130916,WHOI,A01023,9/16/2013,OSU,326540,9/4/2015,DOI,
A01024,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 11820,,J100058,WHOI,UNV,OSU,A,20130916,8650,100%,,20130916,WHOI,A01024,9/16/2013,OSU,326541,9/4/2015,DOI,
A01025,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 11823,,J100058,WHOI,UNV,OSU,A,20130916,8650,100%,,20130916,WHOI,A01025,9/16/2013,OSU,326542,9/4/2015,DOI,
A01026,WAVSS SERIES A (TRIAXYS NM),1,AXYS Technologies,TRIAXYS NW,5771,,D100208,WHOI,UNV,OSU,A,20140204,22660,100%,,20140204,WHOI,A01026,2/4/2014,OSU,326543,9/4/2015,DOI,
A01027,VEL3D SERIES D (VECTOR W/PROLOG),1,NORTEK,VECTOR W/PROLOG,11090,,J100065,WHOI,UNV,OSU,A,20140303,19089,100%,,20140303,WHOI,A01027,3/3/2014,OSU,326544,9/4/2015,DOI,
A01028,VEL3D SERIES D (VECTOR W/PROLOG),1,NORTEK,VECTOR W/PROLOG,11084,,J100065,WHOI,UNV,OSU,A,20140303,19089,100%,,20140303,WHOI,A01028,3/3/2014,OSU,326545,9/4/2015,DOI,
A01029,VEL3D SERIES D (VECTOR W/PROLOG),1,NORTEK,VECTOR W/PROLOG,11707,,J100065,WHOI,UNV,OSU,A,20140303,19089,100%,,20140303,WHOI,A01029,3/3/2014,OSU,326546,9/4/2015,DOI,
A01030,VEL3D SERIES D (VECTOR W/PROLOG),1,NORTEK,VECTOR W/PROLOG,11710,,J100065,WHOI,UNV,OSU,A,20140303,19089,100%,,20140303,WHOI,A01030,3/3/2014,OSU,326547,9/4/2015,DOI,
A01031,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50010,,J100059,WHOI,UNV,OSU,A,20140224,11500,100%,,20140224,WHOI,A01031,2/24/2014,OSU,326548,9/4/2015,DOI,
A01032,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50011,,J100059,WHOI,UNV,OSU,A,20140224,11500,100%,,20140224,WHOI,A01032,2/24/2014,OSU,326549,9/4/2015,DOI,
A01033,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50012,,J100059,WHOI,UNV,OSU,A,20140224,11500,100%,OSU claims S/N is 16-50015,20140224,WHOI,A01033,2/24/2014,OSU,326550,9/4/2015,DOI,
A01034,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50015,,J100059,WHOI,UNV,OSU,A,20140224,11500,100%,,20140224,WHOI,A01034,2/24/2014,OSU,326551,9/4/2015,DOI,
A01035,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50006,,J100059,WHOI,UNV,OSU,A,20140224,11500,100%,,20140224,WHOI,A01035,2/24/2014,OSU,326552,9/4/2015,DOI,
A01036,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50007,,J100059,WHOI,UNV,OSU,A,20140224,11500,100%,,20140224,WHOI,A01036,2/24/2014,OSU,326553,9/4/2015,DOI,
A01037,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50009,,J100059,WHOI,UNV,OSU,A,20140224,11500,100%,,20140224,WHOI,A01037,2/24/2014,OSU,326554,9/4/2015,DOI,
A01038,CTDBP SERIES E (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50005,,J100059,WHOI,UNV,OSU,A,20140224,11500,100%,,20140224,WHOI,A01038,2/24/2014,OSU,326555,9/4/2015,DOI,
A01039,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50013,,J100059,WHOI,UNV,OSU,A,20140224,11500,100%,,20140224,WHOI,A01039,2/24/2014,OSU,326556,9/4/2015,DOI,
A01040,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50007,,J100059,WHOI,UNV,OSU,A,20140224,11500,100%,,20140224,WHOI,A01040,2/24/2014,OSU,326557,9/4/2015,DOI,
A01041,PCO2W SERIES B (SAMI-CO2),1,Sunburst Sensors,SAMI-CO2,C0084,,J100050,WHOI,UNV,OSU,A,20140212,20208.3,100%,,20140212,WHOI,A01041,2/12/2014,OSU,326558,9/4/2015,DOI,
A01042,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0123,,J100050,WHOI,UNV,OSU,A,20140212,17479.95,100%,,20140212,WHOI,A01042,2/12/2014,OSU,326559,9/4/2015,DOI,
A01043,PHSEN SERIES E (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0146,,E116232,WHOI,LOSO,103,A,20140919,18942.8,100%,,20140919,WHOI,A01043,,,,9/4/2015,DOI,
A01044,PCO2W SERIES B (SAMI-CO2),1,Sunburst Sensors,SAMI-CO2,C0089,,E115403,WHOI,UNV,OSU,A,20140424,17792.56,100%,,20140424,WHOI,A01044,4/24/2014,OSU,326560,9/4/2015,DOI,
A01045,PCO2W SERIES B (SAMI-CO2),1,Sunburst Sensors,SAMI-CO2,C0090,,E115403,WHOI,UNV,OSU,A,20140424,17792.56,100%,,20140424,WHOI,A01045,4/24/2014,OSU,326561,9/4/2015,DOI,
A01046,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0132,,E115403,WHOI,UNV,OSU,A,20140425,18003.4,100%,,20140425,WHOI,A01046,4/25/2014,OSU,326562,9/4/2015,DOI,
A01047,PCO2A SERIES A(PCO2ATM-50A),1,PRO-OCEANUS,PCO2ATM-50A,33-198-50A,,J100063,WHOI,UNV,OSU,A,20140327,28732,100%,,20140327,WHOI,A01047,3/27/2014,OSU,326563,9/4/2015,DOI,
A01048,PCO2A SERIES A(PCO2ATM-50A),1,PRO-OCEANUS,PCO2ATM-50A,33-199-50A,,J100063,WHOI,UNV,OSU,A,20140327,28732,100%,,20140327,WHOI,A01048,3/27/2014,OSU,326564,9/4/2015,DOI,
A01049,PCO2A SERIES A(PCO2ATM-50A),1,PRO-OCEANUS,PCO2ATM-50A,33-196-50A,,J100063,WHOI,UNV,OSU,A,20140327,28732,100%,,20140327,WHOI,A01049,3/27/2014,OSU,326565,9/4/2015,DOI,
A01050,PCO2A SERIES A(PCO2ATM-50A),1,PRO-OCEANUS,PCO2ATM-50A,33-197-50A,,J100063,WHOI,UNV,OSU,A,20140327,28732,100%,,20140327,WHOI,A01050,3/27/2014,OSU,326566,9/4/2015,DOI,
A01051,ADCP SERIES M (WHS600-500),1,TELEDYNE RDI,WHS600-500,21517,,E115365,WHOI,UNV,OSU,A,20140506,25569,100%,,20140506,WHOI,A01051,5/6/2014,OSU,326567,9/4/2015,DOI,
A01052,ADCP SERIES M (WHS600-500),1,TELEDYNE RDI,WHS600-500,21522,,E115365,WHOI,UNV,OSU,A,20140506,25569,100%,,20140506,WHOI,A01052,5/6/2014,OSU,326568,9/4/2015,DOI,
A01053,ADCP SERIES M (WHS600-500),1,TELEDYNE RDI,WHS600-500,22115,,E115365,WHOI,UNV,OSU,A,20140506,25569,100%,,20140506,WHOI,A01053,5/6/2014,OSU,326569,9/4/2015,DOI,
A01054,ADCP SERIES B (WHM300-500),1,TELEDYNE RDI,WHM300-500,22115,,E115365,WHOI,UNV,OSU,A,20140909,23157,100%,,20140909,WHOI,A01054,9/9/2014,OSU,326570,9/4/2015,DOI,
A01055,ADCP SERIES C (WHS300-00),1,TELEDYNE RDI,WHS300-500,22114,,E115365,WHOI,UNV,OSU,A,20140909,24615,100%,,20140909,WHOI,A01055,9/9/2014,OSU,326571,9/4/2015,DOI,
A01056,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-182,,J100052,WHOI,UNV,OSU,A,20140711,38969.75,100%,,20140711,WHOI,A01056,7/11/2014,OSU,326572,9/4/2015,DOI,
A01057,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-169,,J100052,WHOI,UNV,OSU,A,20140424,37830,100%,,20140424,WHOI,A01057,4/24/2014,OSU,326573,9/4/2015,DOI,
A01058,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-179,,J100052,WHOI,UNV,OSU,A,20140725,38969.75,100%,,20140725,WHOI,A01058,7/25/2014,OSU,326574,9/4/2015,DOI,
A01059,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-184,,J100052,WHOI,UNV,OSU,A,20140725,38969.75,100%,,20140725,WHOI,A01059,7/25/2014,OSU,326575,9/4/2015,DOI,
A01060,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-171,,J100052,WHOI,UNV,OSU,A,20140820,38969.75,100%,,20140820,WHOI,A01060,8/20/2014,OSU,326576,9/4/2015,DOI,
A01061,SONAR BIO ACOUSTIC,1,Kongsberg Underwater Technology Inc,CLIN 001,S/N 1,,D100195,WHOI,UNV,OSU,A,20140423,173968,100%,,20140423,WHOI,116798,4/23/2014,OSU,326577,9/4/2015,DOI,
A01062,SONAR BIO ACOUSTIC,1,Kongsberg Underwater Technology Inc,CLIN 001,S/N 2,,D100195,WHOI,UNV,OSU,A,20140423,173968,100%,,20140423,WHOI,116799,4/23/2014,OSU,326578,9/4/2015,DOI,
A01064,PCO2W SERIES B (SAMI-CO2),1,Sunburst Sensors,SAMI-CO2,C0085,,J100050,WHOI,UNV,OSU,A,20140212,20208.3,100%,,20140212,WHOI,116802,2/2/2014,OSU,326581,9/4/2015,DOI,
A01065,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-187,,E116051,WHOI,ATS,SEA,A,20141024,38969.75,100%,,20141024,WHOI,116803,,,,9/4/2015,DOI,
A01066,NUTNR SERIES B (ISUS),1,SATLANTIC,ISUS,272,,E116263,WHOI,ATS,SEA,A,20140922,37602.9,100%,,20140922,WHOI,116804,,,,9/4/2015,DOI,
A01067,NUTNR SERIES B (ISUS),1,SATLANTIC,ISUS,273,,E116263,WHOI,ATS,SEA,A,20140924,37602.9,100%,,20140924,WHOI,116805,,,,9/4/2015,DOI,
A01068,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 12234,,E116246,WHOI,ATS,SEA,A,20150604,8650,100%,,20150604,WHOI,116806,,,,9/4/2015,DOI,
A01069,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 12231,,E116246,WHOI,LOSO,103,A,20140927,8650,100%,,20140927,WHOI,116807,,,,9/4/2015,DOI,
A01070,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 12229,,E116246,WHOI,ATS,SEA,A,20140926,8650,100%,,20140926,WHOI,116808,,,,9/4/2015,DOI,
A01071,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 12224,,E116246,WHOI,ATS,SEA,A,20140927,8650,100%,,20140927,WHOI,116809,,,,9/4/2015,DOI,
A01072,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 12230,,E116246,WHOI,ATS,SEA,A,20150604,8650,100%,,20150604,WHOI,116810,,,,9/4/2015,DOI,
A01073,SONAR BIO ACOUSTIC,1,Kongsberg Underwater Technology Inc,CLIN 001,S/N 3,,D100195,WHOI,UNV,OSU,A,20140423,173968,100%,,20140423,WHOI,116811,4/23/2014,OSU,326779,9/4/2015,DOI,
A01074,DISA SIM CARD GLOBAL GLIDER,1,DISA,SIM,89-88-169-312-003-534-603,,CAP,WHOI,LOSO,202,A,20140814,0,100%,,20140814,WHOI,116812,,,,,,
A01075,DISA SIM CARD GLOBAL GLIDER,1,DISA,SIM,89-88-169-312-003-534-611,,CAP,WHOI,LOSO,202,A,20140814,0,100%,,20140814,WHOI,116813,,,,,,
A01076,DISA SIM CARD GLOBAL GLIDER,1,DISA,SIM,89-88-169-312-003-534-629,,CAP,WHOI,LOSO,202,A,20140814,0,100%,,20140814,WHOI,116814,,,,,,
A01077,DISA SIM CARD GLOBAL GLIDER,1,DISA,,89-88-169-312-003-534-686,,CAP,WHOI,,,F,20150623,0,100%,SCRAPPED,20150623,WHOI,116815,,,,,,
A01078,DISA SIM CARD GLOBAL GLIDER,1,DISA,,89-88-169-312-003-534-694,,CAP,WHOI,,,F,20150707,0,100%,LOST AT SEA,20150707,WHOI,116816,,,,,,
A01079,DISA SIM CARD GLOBAL GLIDER,1,DISA,SIM,89-88-169-312-003-534-702,,CAP,WHOI,LOSO,202,A,20140826,0,100%,,20140826,WHOI,116817,,,,,,
